[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[9, 10];Brinks Arya+Finance+JUNIOR EXECUTIVE%e-Nxt Financials+Financial Services+EXECUTIVE%Brinks Arya+Finance+JUNIOR EXECUTIVE SECURITY%e-Nxt Financials+Financial Services+ASSOCIATE%Brinks Arya+Finance+EXECUTIVE%Brinks Arya+Finance+CASH SORTER%DTDC Courier & Cargo+Finance+ACCOUNTS ASSISTANT%Brinks Arya+Finance+CASH OFFICER RELIANCE%e-Nxt Financials+Finance+EXECUTIVE%Aditya Birla Retail +Finance+JUNIOR OFFICER FINANCE AND ACCOUNTS%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[14, 15];Capita+Financial Services+PROCESS LEADER%Bosch Limited (MICO)+Finance+DEPUTY MANAGER%ANZ Support Services+Financial Services+TEAM LEAD%Aditya Birla Retail +Finance+ASSISTANT MANAGER FINANCE AND ACCOUNTS%Bosch Limited (MICO)+Finance+MANAGER%United Spirits+Finance+MANAGER%Hindalco Industries+Finance+DEPUTY MANAGER%Hindalco Industries+Finance+ASSISTANT MANAGER%Crompton Greaves+Finance+MANAGER FINANCE%DNV Business Assurance+Finance - Audit+LEAD AUDITOR%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[14, 15, 16];Capita+Financial Services+PROCESS LEADER%Bosch Limited (MICO)+Finance+DEPUTY MANAGER%ANZ Support Services+Financial Services+TEAM LEAD%Aditya Birla Retail +Finance+ASSISTANT MANAGER FINANCE AND ACCOUNTS%Bosch Limited (MICO)+Finance+MANAGER%United Spirits+Finance+MANAGER%Hindalco Industries+Finance+DEPUTY MANAGER%Hindalco Industries+Finance+ASSISTANT MANAGER%Crompton Greaves+Finance+MANAGER FINANCE%DNV Business Assurance+Finance - Audit+LEAD AUDITOR%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[15, 16];Capita+Financial Services+TEAM MANAGER%Genpact+Finance+ASSISTANT VICE PRESIDENT%United Spirits+Finance+SENIOR MANAGER%Philips Electronics+Finance+SENIOR MANAGER%ANZ Support Services+Financial Services+ASSOCIATE MANAGER%Jindal Steel+Finance+SENIOR MANAGER STEEL%Jindal Steel & Power +Finance+SENIOR MANAGER STEEL%Bosch Limited (MICO)+Finance+SENIOR MANAGER%Hindalco Industries+Finance+MANAGER%Hindalco Industries+Finance+SENIOR MANAGER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[15, 16, 17];Capita+Financial Services+TEAM MANAGER%Genpact+Finance+ASSISTANT VICE PRESIDENT%United Spirits+Finance+SENIOR MANAGER%Philips Electronics+Finance+SENIOR MANAGER%ANZ Support Services+Financial Services+ASSOCIATE MANAGER%Jindal Steel+Finance+SENIOR MANAGER STEEL%Jindal Steel & Power +Finance+SENIOR MANAGER STEEL%Bosch Limited (MICO)+Finance+SENIOR MANAGER%Hindalco Industries+Finance+MANAGER%Hindalco Industries+Finance+SENIOR MANAGER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[16, 17];Capita+Financial Services+MANAGER OPERATIONS%ANZ Support Services+Financial Services+MANAGER%Hindalco Industries+Finance+GENERAL MANAGER%United Spirits+Finance+DGM%Nokia Siemens Networks+Finance+SNR. BUSINESS CONTROLLER- BUS. CONTROL 1%Jindal Steel & Power +Finance+ASSISTANT GENERAL MANAGER STEEL%Jindal Steel+Finance+ASST GENERAL MANAGER STEEL%Crompton Greaves+Finance+SENIOR MANAGER FINANCE%Philips Electronics+Finance+GENERAL MANAGER%Genpact+Finance+VICE PRESIDENT%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[16, 17, 18];Capita+Financial Services+MANAGER OPERATIONS%ANZ Support Services+Financial Services+MANAGER%Hindalco Industries+Finance+GENERAL MANAGER%United Spirits+Finance+DGM%Nokia Siemens Networks+Finance+SNR. BUSINESS CONTROLLER- BUS. CONTROL 1%Jindal Steel & Power +Finance+ASSISTANT GENERAL MANAGER STEEL%Jindal Steel+Finance+ASST GENERAL MANAGER STEEL%Crompton Greaves+Finance+SENIOR MANAGER FINANCE%Philips Electronics+Finance+GENERAL MANAGER%Genpact+Finance+VICE PRESIDENT%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[17, 18];Mars International+Finance+S&F MANAGER%Siegwerk Druckfarben AG+Finance+COUNTRY FINANCE MANAGER I%Michelin Tyres+Finance+MANAGER- FINANCE & ACCOUNTS%Michelin Tyres+Finance - Taxation+MANAGER - TAX COUNSEL%Mantri Realty+Finance - Taxation+VP ACCOUNTS AND TAXATION%Michelin Tyres+Finance+COMMERCIAL CONTROLLER%Metso Minerals+Finance+FINANCE CONTROLLER, MCT, INDIA%Michelin Tyres+Finance+MANAGER - ACCOUNTS RECEIVABLE & CREDIT%Schlumberger Asia Services +Finance+GEOMARKET CONTROLLER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[17, 18, 19];Mars International+Finance+S&F MANAGER%Siegwerk Druckfarben AG+Finance+COUNTRY FINANCE MANAGER I%Michelin Tyres+Finance+MANAGER- FINANCE & ACCOUNTS%Michelin Tyres+Finance - Taxation+MANAGER - TAX COUNSEL%Mantri Realty+Finance - Taxation+VP ACCOUNTS AND TAXATION%Michelin Tyres+Finance+COMMERCIAL CONTROLLER%Metso Minerals+Finance+FINANCE CONTROLLER, MCT, INDIA%Michelin Tyres+Finance+MANAGER - ACCOUNTS RECEIVABLE & CREDIT%Schlumberger Asia Services +Finance+GEOMARKET CONTROLLER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[18, 19];Dalmia Cement+Finance+GENERAL MANAGER%Nokia Siemens Networks+Finance+SNR BUSINESS ANALYST- BUSINESS CONTROL 3%ABB+Finance+LOCAL BU CONTROLLER%Dalmia Cement+Finance+SENIOR GENERAL MANAGER%General Motors+Finance+DIRECTOR FINANCE%Genpact+Finance+VICE PRESIDENT%Damco+Finance+GENERAL MANAGER%Cummins Technologies+Finance+CONTROLLER MEDIUM PLANT SENIOR FINANCE MANAGER%General Motors+Finance+GENERAL MANAGER FINANCE%Mahindra & Mahindra+Finance+SR.GENERAL MANAGER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[18, 19, 20];Dalmia Cement+Finance+GENERAL MANAGER%Nokia Siemens Networks+Finance+SNR BUSINESS ANALYST- BUSINESS CONTROL 3%ABB+Finance+LOCAL BU CONTROLLER%Dalmia Cement+Finance+SENIOR GENERAL MANAGER%General Motors+Finance+DIRECTOR FINANCE%Genpact+Finance+VICE PRESIDENT%Damco+Finance+GENERAL MANAGER%Cummins Technologies+Finance+CONTROLLER MEDIUM PLANT SENIOR FINANCE MANAGER%General Motors+Finance+GENERAL MANAGER FINANCE%Mahindra & Mahindra+Finance+SR.GENERAL MANAGER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[19, 20];Hindalco Industries+Finance+VICE PRESIDENT%United Spirits+Finance+AVP%Philips Electronics+Finance+DIRECTOR%Damco+Finance+SENIOR GENERAL MANAGER%Bosch Limited (MICO)+Finance+VICE PRESIDENT%Jindal Steel+Finance+VICE PRESIDENT STEEL%Microsoft+Finance+BUSINESS MANAGER%Jindal Steel & Power +Finance+VICE PRESIDENT STEEL%Castrol+Finance+BUSINESS REVIEW MANAGER LUBES SPU%Abbot+Finance+GENERAL MANAGER FINANCE%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[19, 20, 21];Hindalco Industries+Finance+VICE PRESIDENT%United Spirits+Finance+AVP%Philips Electronics+Finance+DIRECTOR%Damco+Finance+SENIOR GENERAL MANAGER%Bosch Limited (MICO)+Finance+VICE PRESIDENT%Jindal Steel+Finance+VICE PRESIDENT STEEL%Microsoft+Finance+BUSINESS MANAGER%Jindal Steel & Power +Finance+VICE PRESIDENT STEEL%Castrol+Finance+BUSINESS REVIEW MANAGER LUBES SPU%Abbot+Finance+GENERAL MANAGER FINANCE%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[20, 21];Eaton Technologies+Finance+CONTROLLER-DIVISION.FIN.ACCOUNTING.%Shell Marketing  +Finance+DOWNSTREAM FINANCE CONTROLLER%Shell Marketing  +Finance+BUSINESS FINANCE MANAGER STI KL%Shell Marketing  +Finance+FM PROJECTS FLNG AND LNG%Michelin Tyres+Finance+DIRECTOR - FINANCE & OPERATIONS%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[20, 21, 22];Eaton Technologies+Finance+CONTROLLER-DIVISION.FIN.ACCOUNTING.%Shell Marketing  +Finance+DOWNSTREAM FINANCE CONTROLLER%Shell Marketing  +Finance+BUSINESS FINANCE MANAGER STI KL%Shell Marketing  +Finance+FM PROJECTS FLNG AND LNG%Michelin Tyres+Finance+DIRECTOR - FINANCE & OPERATIONS%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[21, 22];Nokia Siemens Networks+Finance+HEAD OF F&C 1%Mirc Electronics+Finance+VPGM%BP Exploration And Production+Finance - Audit+HEAD OF FINANCE WELLS ANGOLA%Essar Power+Finance+HEAD-COMMERCIAL%Indeca Sporting Goods+Finance+SOUTH EAST ASIA SSC MANAGER%WM Technical & Consulting Services  +Finance+FINANCIAL CONTROLLER%AkzoNobel+Finance+DIRECTOR FINANCE & CONTROL, INDIA%Dow Chemical International+Finance+COMMERCIAL DIRECTOR%E. I. DuPont+Finance+FINANCE MANAGER%Gamesa Wind Turbines+Finance+VICE PRESIDENT%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[22, 23];Nokia Siemens Networks+Finance+HEAD OF F&C 1%Mirc Electronics+Finance+VPGM%BP Exploration And Production+Finance - Audit+HEAD OF FINANCE WELLS ANGOLA%Essar Power+Finance+HEAD-COMMERCIAL%Indeca Sporting Goods+Finance+SOUTH EAST ASIA SSC MANAGER%WM Technical & Consulting Services  +Finance+FINANCIAL CONTROLLER%AkzoNobel+Finance+DIRECTOR FINANCE & CONTROL, INDIA%Dow Chemical International+Finance+COMMERCIAL DIRECTOR%E. I. DuPont+Finance+FINANCE MANAGER%Gamesa Wind Turbines+Finance+VICE PRESIDENT%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[21, 22, 23];Nokia Siemens Networks+Finance+HEAD OF F&C 1%Mirc Electronics+Finance+VPGM%BP Exploration And Production+Finance - Audit+HEAD OF FINANCE WELLS ANGOLA%Essar Power+Finance+HEAD-COMMERCIAL%Indeca Sporting Goods+Finance+SOUTH EAST ASIA SSC MANAGER%WM Technical & Consulting Services  +Finance+FINANCIAL CONTROLLER%AkzoNobel+Finance+DIRECTOR FINANCE & CONTROL, INDIA%Dow Chemical International+Finance+COMMERCIAL DIRECTOR%E. I. DuPont+Finance+FINANCE MANAGER%Gamesa Wind Turbines+Finance+VICE PRESIDENT%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[22, 23, 24];Nokia Siemens Networks+Finance+HEAD OF F&C 1%Mirc Electronics+Finance+VPGM%BP Exploration And Production+Finance - Audit+HEAD OF FINANCE WELLS ANGOLA%Essar Power+Finance+HEAD-COMMERCIAL%Indeca Sporting Goods+Finance+SOUTH EAST ASIA SSC MANAGER%WM Technical & Consulting Services  +Finance+FINANCIAL CONTROLLER%AkzoNobel+Finance+DIRECTOR FINANCE & CONTROL, INDIA%Dow Chemical International+Finance+COMMERCIAL DIRECTOR%E. I. DuPont+Finance+FINANCE MANAGER%Gamesa Wind Turbines+Finance+VICE PRESIDENT%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[23, 24];Luigi Lavazza+Finance+BUSINESS UNIT SALES / DIREZ. COMMERCIALE%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[23, 24, 25];Luigi Lavazza+Finance+BUSINESS UNIT SALES / DIREZ. COMMERCIALE%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[24, 25];United Spirits+Finance+SENIOR VP%3M+Finance+MANAGER FINANCE%PepsiCo Holdings+Finance+FINANCE BUSINESS PLANNING SENIOR DIRECTOR INDIA REGION%Castrol+Finance - Taxation+REGIONAL TAX MANAGER INDIA AND MESA%Compass Group+Finance+FINANCE DIRECTOR%GMR Construction+Finance+EXECUTIVE VICE PRESIDENT%Siemens +Finance+EXECUTIVE VICE PRESIDENT - CORPORATE FINANCE%Daikin Airconditioning+Finance+VICE PRESIDENT- BUSINESS PLANNING & KEY ACCOUNTS%WM Technical & Consulting Services  +Finance+CHIEF COMMERCIAL OFCR%Cargill+Finance - Treasury+TREASURER & TSF INDIA MANAGER%
[Credit+Finance+Financial Services+Finance - Audit+Finance - Taxation+Finance - Treasury];[24, 25, 26];United Spirits+Finance+SENIOR VP%3M+Finance+MANAGER FINANCE%PepsiCo Holdings+Finance+FINANCE BUSINESS PLANNING SENIOR DIRECTOR INDIA REGION%Castrol+Finance - Taxation+REGIONAL TAX MANAGER INDIA AND MESA%Compass Group+Finance+FINANCE DIRECTOR%GMR Construction+Finance+EXECUTIVE VICE PRESIDENT%Siemens +Finance+EXECUTIVE VICE PRESIDENT - CORPORATE FINANCE%Daikin Airconditioning+Finance+VICE PRESIDENT- BUSINESS PLANNING & KEY ACCOUNTS%WM Technical & Consulting Services  +Finance+CHIEF COMMERCIAL OFCR%Cargill+Finance - Treasury+TREASURER & TSF INDIA MANAGER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[9, 10];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%Yum! Restaurants+Retail Operations+TEAM MEMBER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Aditya Birla Retail +Retail Operations+SENIOR CSA OPERATIONS%Metro Cash & Carry+Retail Operations+ASSO%e-Nxt Financials+Customer Care - Call Centre+CUSTOMER RELATIONSHIP EXECUTIVE%Emerson Industrial Automation Electric Power Generation  +Production and Manufacturing+OPERATOR%Suzlon Energy +Production and Manufacturing+JUNIOR TECHNICIAN%Toyota Kirloskar Motor+Production and Manufacturing+TEAM LEADER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[10, 11];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%Yum! Restaurants+Retail Operations+TEAM MEMBER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Aditya Birla Retail +Retail Operations+SENIOR CSA OPERATIONS%Metro Cash & Carry+Retail Operations+ASSO%e-Nxt Financials+Customer Care - Call Centre+CUSTOMER RELATIONSHIP EXECUTIVE%Emerson Industrial Automation Electric Power Generation  +Production and Manufacturing+OPERATOR%Suzlon Energy +Production and Manufacturing+JUNIOR TECHNICIAN%Toyota Kirloskar Motor+Production and Manufacturing+TEAM LEADER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[8, 9, 10];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%Yum! Restaurants+Retail Operations+TEAM MEMBER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Aditya Birla Retail +Retail Operations+SENIOR CSA OPERATIONS%Metro Cash & Carry+Retail Operations+ASSO%e-Nxt Financials+Customer Care - Call Centre+CUSTOMER RELATIONSHIP EXECUTIVE%Emerson Industrial Automation Electric Power Generation  +Production and Manufacturing+OPERATOR%Suzlon Energy +Production and Manufacturing+JUNIOR TECHNICIAN%Toyota Kirloskar Motor+Production and Manufacturing+TEAM LEADER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[9, 10, 11];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%Yum! Restaurants+Retail Operations+TEAM MEMBER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Aditya Birla Retail +Retail Operations+SENIOR CSA OPERATIONS%Metro Cash & Carry+Retail Operations+ASSO%e-Nxt Financials+Customer Care - Call Centre+CUSTOMER RELATIONSHIP EXECUTIVE%Emerson Industrial Automation Electric Power Generation  +Production and Manufacturing+OPERATOR%Suzlon Energy +Production and Manufacturing+JUNIOR TECHNICIAN%Toyota Kirloskar Motor+Production and Manufacturing+TEAM LEADER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[10, 11, 12];Aditya Birla Retail +Retail Operations+CSA OPERATIONS%Yum! Restaurants+Retail Operations+TEAM MEMBER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 2%Aditya Birla Retail +Retail Operations+CSS OPERATIONS%Aditya Birla Retail +Retail Operations+SENIOR CSA OPERATIONS%Metro Cash & Carry+Retail Operations+ASSO%e-Nxt Financials+Customer Care - Call Centre+CUSTOMER RELATIONSHIP EXECUTIVE%Emerson Industrial Automation Electric Power Generation  +Production and Manufacturing+OPERATOR%Suzlon Energy +Production and Manufacturing+JUNIOR TECHNICIAN%Toyota Kirloskar Motor+Production and Manufacturing+TEAM LEADER%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[11, 12];Genpact+Customer Care - Call Centre+PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+PROCESS DEVELOPER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 1%Gati+Logistics and Supply Chain+ASSOCIATE - SERVICES%Amalgamated Bean Coffee Trading Company+Retail Operations+BREW MASTER - LEVEL 1%Genpact+Customer Care - Call Centre+SENIOR PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+TECHNICAL ASSOCIATE%Genpact+Customer Care - Call Centre+SENIOR ASSOCIATE%Thyssenkrupp Elevator+Production and Manufacturing+TECHNICIAN%Suzlon Energy +Production and Manufacturing+TECHNICIAN PRODUCTION%
[Agricultural Services and Operations+Construction+Customer Care - Call Centre+Customer Service+Logistics and Supply Chain+Marine Operations+Merchandising+Mining Operations+Oil and Energy Operations+Operations+Piping+Production and Manufacturing+Property Management+Retail Operations];[11, 12, 13];Genpact+Customer Care - Call Centre+PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+PROCESS DEVELOPER%Amalgamated Bean Coffee Trading Company+Retail Operations+TEAM MBR - LEVEL 1%Gati+Logistics and Supply Chain+ASSOCIATE - SERVICES%Amalgamated Bean Coffee Trading Company+Retail Operations+BREW MASTER - LEVEL 1%Genpact+Customer Care - Call Centre+SENIOR PROCESS ASSOCIATE%Genpact+Customer Care - Call Centre+TECHNICAL ASSOCIATE%Genpact+Customer Care - Call Centre+SENIOR ASSOCIATE%Thyssenkrupp Elevator+Production and Manufacturing+TECHNICIAN%Suzlon Energy +Production and Manufacturing+TECHNICIAN PRODUCTION%
